Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm12.7	2gene	8	NA	0.411	1.277	0
Gm12.7	2gene	8	NA	0.889	0	0
Gm12.7	2gene	8	NA	1.43	0	0
Gm12.7	2gene	8	NA	1.153	0	0
Gm12.7	2gene	9	10.615	1.207	1	0
Gm12.7	2gene	9	15.574	0.878	0.731	0
Gm12.7	2gene	9	24.608	0.331	1.35	0
Gm12.7	2gene	9	33.931	1.779	1.529	0
Gm12.7	2gene	9	33.514	2.046	1.319	0
Gm12.7	2gene	9	50.325	1.766	1.061	0
Gm12.7	2gene	9	NA	1.519	0	0
Gm26.4	3gene1	4	13.743	1.034	0	0
Gm26.4	3gene1	4	14.389	0.248	0	0
Gm26.4	3gene1	4	20.543	0.346	0	0
Gm26.4	3gene1	4	10.753	0.267	0	0
Gm26.4	3gene1	4	NA	0.349	0	0
Gm26.4	3gene1	4	NA	0.088	0	0
Gm26.4	3gene1	4	NA	0.184	0	0
Gm26.4	3gene1	4	NA	0.153	0	0
Gm26.4	3gene1	4	NA	0.238	0	0
Gm26.4	3gene1	4	NA	0.19	0	0
Gm26.4	3gene1	4	NA	0.429	0	0
Gm26.4	3gene1	4	NA	0.222	0	0
Gm26.4	3gene1	4	NA	0.434	0	0
Gm26.4	3gene1	4	NA	0.291	0	0
Gm26.4	3gene1	4	NA	0.467	0	0
Gm26.4	3gene1	4	NA	0.265	0	0
Gm26.4	3gene1	4	NA	0.425	0	0
Gm26.4	3gene1	4	NA	0.34	0	0
Gm26.4	3gene1	4	NA	0.354	0	0
Gm26.4	3gene1	4	NA	0.44	0	0
Gm26.4	3gene1	4	NA	0.397	0	0
Gm26.4	3gene1	5	5.352	0.372	0.231	0.167
Gm26.4	3gene1	5	37.078	0.418	0.8	0.267
Gm26.4	3gene1	5	18.234	0.966	0.928	0
Gm26.4	3gene1	5	26.847	1.348	0.949	0
Gm26.4	3gene1	5	29.048	1.552	0.361	0
Gm26.4	3gene1	5	43.148	0.581	0.298	0
Gm26.4	3gene1	5	NA	0.334	0.853	0
Gm26.4	3gene1	5	NA	0.22	0.752	0
Gm26.4	3gene1	5	NA	0.168	0.599	0
Gm26.4	3gene1	5	NA	1.335	0.319	0
Gm26.4	3gene1	5	NA	0.391	0.55	0
Gm26.4	3gene1	5	NA	0.078	0.379	0
Gm26.4	3gene1	5	NA	0.86	0	0
Gm26.4	3gene1	5	NA	0.761	0	0
Gm26.4	3gene1	5	NA	0.288	0	0
Gm26.4	3gene1	5	NA	0.399	0	0
Gm26.4	3gene1	5	NA	0.542	0	0
Gm26.4	3gene1	5	NA	0.659	0	0
Gm26.4	3gene1	5	NA	1.065	0	0
Gm26.4	3gene1	5	NA	0.684	0	0
Gm26.4	3gene1	5	NA	0.148	0	0
Gm26.4	3gene1	5	NA	0.181	0	0
Gm26.4	3gene1	5	NA	0.313	0	0
Gm26.4	3gene1	5	NA	0.227	0	0
Gm26.4	3gene1	5	NA	0.18	0	0
Gm26.4	3gene1	6	18.721	0.508	0.291	0
Gm26.4	3gene1	6	20.183	0.329	0.149	0
Gm26.4	3gene1	6	27.072	0.376	0	0
Gm26.4	3gene1	6	NA	0.366	0	0
Gm26.4	3gene1	6	NA	0.388	0	0
Gm26.4	3gene1	6	NA	0.33	0	0
Gm26.4	3gene1	6	NA	0.26	0	0
Gm26.4	3gene1	6	NA	0.229	0	0
Gm26.4	3gene1	6	NA	0.559	0	0
Gm26.4	3gene1	6	NA	0.444	0	0
Gm26.4	3gene1	6	NA	0.384	0	0
Gm26.4	3gene1	6	NA	0.438	0	0
Gm26.4	3gene1	6	NA	0.304	0	0
Gm26.4	3gene1	6	NA	0.266	0	0
Gm26.4	3gene1	6	NA	0.36	0	0
Gm26.4	3gene1	6	NA	0.154	0	0
Gm26.4	3gene1	6	NA	0.264	0	0
Gm26.4	3gene1	6	NA	0.257	0	0
Gm26.4	3gene1	6	NA	0.266	0	0
Gm26.4	3gene1	6	NA	0.349	0	0
Gm26.4	3gene1	6	NA	0.201	0	0
Gm26.4	3gene1	6	NA	0.246	0	0
Gm26.4	3gene1	6	NA	0.167	0	0
Gm26.4	3gene1	6	NA	0.352	0	0
Gm26.4	3gene1	6	NA	0.364	0	0
Gm26.4	3gene1	6	NA	0.209	0	0
Gm26.4	3gene1	6	NA	0.209	0	0
Gm26.4	3gene1	6	NA	0.163	0	0
Gm26.4	3gene1	6	NA	0.423	0	0
Gm26.4	3gene1	6	NA	0.088	0	0
Gm26.4	3gene1	6	NA	0.132	0	0
Gm26.4	3gene1	6	NA	0.138	0	0
Gm26.4	3gene1	6	NA	0.194	0	0
Gm26.4	3gene1	6	NA	0.163	0	0
Gm26.4	3gene1	6	NA	0.2	0	0
Gm26.4	3gene1	6	NA	0.185	0	0
Gm26.4	3gene1	7	14.77	0.416	0.352	0
Gm26.4	3gene1	7	28.148	0.896	0.624	0
Gm26.4	3gene1	7	22.908	1.109	1.18	0
Gm26.4	3gene1	7	35.871	1.511	0.745	0
Gm26.4	3gene1	7	41.434	0.837	0.479	0
Gm26.4	3gene1	7	NA	0.389	0.753	0
Gm26.4	3gene1	7	NA	1.314	0.202	0
Gm26.4	3gene1	7	NA	0.394	0.376	0
Gm26.4	3gene1	7	NA	0.227	0.305	0
Gm26.4	3gene1	7	NA	0.482	0.139	0
Gm26.4	3gene1	7	NA	0.478	1.771	0
Gm26.4	3gene1	7	NA	0.34	0.102	0
Gm26.4	3gene1	7	NA	0.404	0.081	0
Gm26.4	3gene1	7	NA	0.297	0	0
Gm26.4	3gene1	7	NA	0.25	0	0
Gm26.4	3gene1	7	NA	0.343	0	0
Gm26.4	3gene1	7	NA	0.409	0	0
Gm26.4	3gene1	7	NA	0.558	0	0
Gm26.4	3gene1	7	NA	0.755	0	0
Gm26.4	3gene1	7	NA	2.376	0	0
Gm26.4	3gene1	7	NA	0.176	0	0
Gm26.4	3gene1	8	16.184	0.851	0.13	0
Gm26.4	3gene1	8	28.438	0.437	0.18	0
Gm26.4	3gene1	8	13.459	0.117	0.448	0
Gm26.4	3gene1	8	24.44	0.19	0.791	0
Gm26.4	3gene1	8	7.363	0.42	0	0
Gm26.4	3gene1	8	NA	0.222	0	0
Gm26.4	3gene1	8	NA	0.517	0	0
Gm26.4	3gene1	8	NA	0.35	0	0
Gm26.4	3gene1	8	NA	0.368	0	0
Gm26.4	3gene1	8	NA	0.366	0	0
Gm26.4	3gene1	8	NA	0.376	0	0
Gm26.4	3gene1	8	NA	0.35	0	0
Gm26.4	3gene1	8	NA	0.132	0	0
Gm26.4	3gene1	8	NA	0.098	0	0
Gm26.4	3gene1	8	NA	1.365	0	0
Gm26.4	3gene1	8	NA	0.57	0	0
Gm26.4	3gene1	8	NA	0.446	0	0
Gm26.4	3gene1	8	NA	0.161	0	0
Gm26.4	3gene1	8	NA	0.438	0	0
Gm26.4	3gene1	8	NA	0.283	0	0
Gm26.4	3gene1	8	NA	0.633	0	0
Gm26.4	3gene1	8	NA	0.265	0	0
Gm26.4	3gene1	8	NA	0.195	0	0
Gm26.4	3gene1	8	NA	0.369	0	0
Gm26.4	3gene1	8	NA	0.31	0	0
Gm26.4	3gene1	8	NA	0.315	0	0
Gm26.4	3gene1	8	NA	0.277	0	0
Gm26.4	3gene1	8	NA	0.38	0	0
Gm26.4	3gene1	8	NA	0.391	0	0
Gm26.4	3gene1	8	NA	0.241	0	0
Gm26.4	3gene1	8	NA	0.179	0	0
Gm26.4	3gene1	8	NA	0.235	0	0
Gm26.4	3gene1	8	NA	0.289	0	0
Gm26.4	3gene1	8	NA	0.098	0	0
Gm26.4	3gene1	8	NA	0.152	0	0
Gm26.4	3gene1	8	NA	0.313	0	0
Gm26.4	3gene1	8	NA	0.198	0	0
Gm26.4	3gene1	8	NA	0.318	0	0
Gm26.4	3gene1	1	14.726	0.267	0.564	0
Gm26.4	3gene1	1	24.329	0.194	0.423	0
Gm26.4	3gene1	1	36.769	0.311	0.152	0
Gm26.4	3gene1	1	27.328	0.763	0.233	0
Gm26.4	3gene1	1	30.297	0.629	0.443	0
Gm26.4	3gene1	1	50.168	0.311	0.185	0
Gm26.4	3gene1	1	NA	0.205	0	0
Gm26.4	3gene1	1	NA	1.109	0	0
Gm26.4	3gene1	1	NA	0.217	0	0
Gm26.4	3gene1	1	NA	0.365	0	0
Gm26.4	3gene1	1	NA	0.389	0	0
Gm26.4	3gene1	1	NA	0.305	0	0
Gm26.4	3gene1	1	NA	0.259	0	0
Gm26.4	3gene1	1	NA	0.384	0	0
Gm26.4	3gene1	1	NA	0.365	0	0
Gm26.4	3gene1	1	NA	0.26	0	0
Gm26.4	3gene1	1	NA	0.225	0	0
Gm26.4	3gene1	1	NA	0.241	0	0
Gm26.4	3gene1	1	NA	0.209	0	0
Gm26.4	3gene1	1	NA	0.653	0	0
Gm26.4	3gene1	1	NA	0.207	0	0
Gm26.4	3gene1	1	NA	0.801	0	0
Gm26.4	3gene1	1	NA	0.202	0	0
Gm26.4	3gene1	1	NA	0.609	0	0
Gm26.4	3gene1	1	NA	0.962	0	0
Gm26.4	3gene1	1	NA	0.546	0	0
Gm26.4	3gene1	2	13.206	0.572	0.208	0
Gm26.4	3gene1	2	22.858	0.321	0.184	0
Gm26.4	3gene1	2	19.54	0.378	0.129	0
Gm26.4	3gene1	2	13.345	0.356	0.373	0
Gm26.4	3gene1	2	NA	0.754	0.179	0
Gm26.4	3gene1	2	NA	0.803	0.41	0
Gm26.4	3gene1	2	NA	0.324	0	0
Gm26.4	3gene1	2	NA	0.229	0	0
Gm26.4	3gene1	2	NA	0.283	0	0
Gm26.4	3gene1	2	NA	0.382	0	0
Gm26.4	3gene1	2	NA	0.201	0	0
Gm26.4	3gene1	2	NA	0.31	0	0
Gm26.4	3gene1	2	NA	0.386	0	0
Gm26.4	3gene1	2	NA	0.189	0	0
Gm26.4	3gene1	2	NA	0.193	0	0
Gm26.4	3gene1	2	NA	0.191	0	0
Gm26.4	3gene1	2	NA	0.263	0	0
Gm26.4	3gene1	2	NA	0.265	0	0
Gm26.4	3gene1	2	NA	0.179	0	0
Gm26.4	3gene1	2	NA	0.333	0	0
Gm26.4	3gene1	2	NA	0.238	0	0
Gm26.4	3gene1	2	NA	0.202	0	0
Gm26.4	3gene1	2	NA	0.159	0	0
Gm26.4	3gene1	2	NA	0.234	0	0
Gm26.4	3gene1	2	NA	0.248	0	0
Gm26.4	3gene1	2	NA	0.285	0	0
Gm26.4	3gene1	2	NA	0.564	0	0
Gm26.4	3gene1	2	NA	0.496	0	0
Gm26.4	3gene1	2	NA	0.646	0	0
Gm26.4	3gene1	2	NA	0.365	0	0
Gm26.4	3gene1	2	NA	0.202	0	0
Gm26.4	3gene1	3	25.264	0.665	0.4	0.26
Gm26.4	3gene1	3	39.123	0.233	0.135	0.402
Gm26.4	3gene1	3	49.033	0.293	0.149	0
Gm26.4	3gene1	3	43.293	0.829	0.61	0
Gm26.4	3gene1	3	19.926	0.622	0.416	0
Gm26.4	3gene1	3	23.303	0.313	0.176	0
Gm26.4	3gene1	3	NA	0.858	0.386	0
Gm26.4	3gene1	3	NA	1.298	0.597	0
Gm26.4	3gene1	3	NA	0.225	0.286	0
Gm26.4	3gene1	3	NA	0.292	0.258	0
Gm26.4	3gene1	3	NA	0.408	0.276	0
Gm26.4	3gene1	3	NA	0.352	0.395	0
Gm26.4	3gene1	3	NA	0.236	0.153	0
Gm26.4	3gene1	3	NA	0.517	0.172	0
Gm26.4	3gene1	3	NA	0.171	0.6	0
Gm26.4	3gene1	3	NA	0.432	0.458	0
Gm26.4	3gene1	3	NA	0.526	0.542	0
Gm26.4	3gene1	3	NA	0.423	0.205	0
Gm26.4	3gene1	3	NA	0.414	0.188	0
Gm26.4	3gene1	3	NA	0.312	0.458	0
Gm26.4	3gene1	3	NA	0.341	0.634	0
Gm26.4	3gene1	3	NA	0.684	0.569	0
Gm26.4	3gene1	3	NA	0.685	0.299	0
Gm26.4	3gene1	3	NA	0.823	0.272	0
Gm26.4	3gene1	3	NA	0.206	0.712	0
Gm26.4	3gene1	3	NA	0.13	2.766	0
Gm26.4	3gene1	3	NA	0.447	0.372	0
Gm26.4	3gene1	3	NA	0.6	0.317	0
Gm26.4	3gene1	3	NA	0.33	0.33	0
Gm26.4	3gene1	3	NA	0.44	0.693	0
Gm26.4	3gene1	3	NA	0.298	0.811	0
Gm26.4	3gene1	3	NA	0.744	0.625	0
Gm26.4	3gene1	3	NA	1.05	0	0
Gm26.4	3gene1	3	NA	0.822	0	0
Gm26.4	3gene1	3	NA	0.377	0	0
Gm26.4	3gene1	3	NA	0.231	0	0
Gm26.4	3gene1	3	NA	0.19	0	0
Gm26.4	3gene1	3	NA	1.007	0	0
Gm26.4	3gene1	3	NA	0.352	0	0
Gm26.4	3gene1	3	NA	0.514	0	0
Gm26.4	3gene1	3	NA	3.485	0	0
Gm26.4	3gene1	3	NA	0.69	0	0
Gm26.4	3gene1	3	NA	0.261	0	0
Gm26.4	3gene1	3	NA	0.713	0	0
Gm26.4	3gene1	3	NA	0.556	0	0
Gm26.4	3gene1	3	NA	0.962	0	0
Gm26.4	3gene1	3	NA	0.429	0	0
Gm26.4	3gene1	3	NA	1.177	0	0
Gm26.4	3gene1	9	36.963	0.726	0.234	0
Gm26.4	3gene1	9	15.591	0.692	0.482	0
Gm26.4	3gene1	9	19.749	0.314	0.497	0
Gm26.4	3gene1	9	42.682	0.355	0	0
Gm26.4	3gene1	9	24.772	0.647	0	0
Gm26.4	3gene1	9	NA	0.87	0	0
Gm26.4	3gene1	9	NA	0.576	0	0
Gm26.4	3gene1	9	NA	0.522	0	0
Gm26.4	3gene1	9	NA	0.715	0	0
Gm26.4	3gene1	9	NA	0.819	0	0
Gm26.4	3gene1	9	NA	1.144	0	0
Gm26.4	3gene1	9	NA	0.398	0	0
Gm26.4	3gene1	9	NA	0.39	0	0
Gm26.4	3gene1	9	NA	0.38	0	0
Gm26.4	3gene1	9	NA	0.43	0	0
Gm26.4	3gene1	9	NA	0.363	0	0
Gm26.4	3gene1	9	NA	0.313	0	0
Gm26.4	3gene1	9	NA	0.96	0	0
Gm26.4	3gene1	9	NA	0.058	0	0
Gm26.4	3gene1	9	NA	0.305	0	0
Gm26.4	3gene1	10	6.976	0.44	0.53	0
Gm26.4	3gene1	10	30.168	0.402	0.55	0
Gm26.4	3gene1	10	28.238	0.448	0	0
Gm26.4	3gene1	10	16.908	0.425	0	0
Gm26.4	3gene1	10	NA	0.922	0	0
Gm26.4	3gene1	10	NA	0.736	0	0
Gm26.4	3gene1	10	NA	0.445	0	0
Gm26.4	3gene1	10	NA	0.375	0	0
Gm26.4	3gene1	10	NA	0.39	0	0
Gm26.4	3gene1	10	NA	0.538	0	0
Gm26.4	3gene1	10	NA	0.617	0	0
Gm26.4	3gene1	11	8.591	0.325	0.661	0
Gm26.4	3gene1	11	20.578	0.472	0.478	0
Gm26.4	3gene1	11	13.618	0.281	0.494	0
Gm26.4	3gene1	11	NA	0.267	0	0
Gm26.4	3gene1	11	NA	0.112	0	0
Gm26.4	3gene1	11	NA	0.079	0	0
Gm26.4	3gene1	11	NA	0.255	0	0
Gm26.4	3gene1	11	NA	0.231	0	0
Gm26.4	3gene1	11	NA	0.71	0	0
Gm26.4	3gene1	11	NA	0.153	0	0
Gm26.4	3gene1	11	NA	0.118	0	0
Gm26.4	3gene1	11	NA	0.731	0	0
Gm26.4	3gene1	11	NA	0.78	0	0
Gm26.4	3gene1	11	NA	0.792	0	0
Gm26.4	3gene1	11	NA	0.395	0	0
Gm26.4	3gene1	11	NA	0.459	0	0
Gm26.4	3gene1	11	NA	0.583	0	0
Gm26.4	3gene1	11	NA	0.503	0	0
Gm26.4	3gene1	11	NA	0.47	0	0
Gm26.4	3gene1	12	5.86	0.286	0.23	0
Gm26.4	3gene1	12	34.024	0.189	0.72	0
Gm26.4	3gene1	12	33.916	0.145	0.561	0
Gm26.4	3gene1	12	25.459	1.137	0	0
Gm26.4	3gene1	12	16.74	0.641	0	0
Gm26.4	3gene1	12	NA	0.259	0	0
Gm26.4	3gene1	12	NA	0.169	0	0
Gm26.4	3gene1	12	NA	0.29	0	0
Gm26.4	3gene1	12	NA	0.398	0	0
Gm26.4	3gene1	12	NA	0.176	0	0
Gm26.4	3gene1	12	NA	0.232	0	0
Gm26.4	3gene1	12	NA	0.828	0	0
Gm26.4	3gene1	12	NA	0.489	0	0
Gm26.4	3gene1	12	NA	0.464	0	0
Gm26.4	3gene1	12	NA	0.367	0	0
Gm26.4	3gene1	12	NA	0.298	0	0
Gm26.4	3gene1	12	NA	0.261	0	0
Gm26.4	3gene1	13	15.164	0.593	0.294	0
Gm26.4	3gene1	13	30.04	0.801	0.676	0
Gm26.4	3gene1	13	20.984	0.14	0	0
Gm26.4	3gene1	13	27.454	0.214	0	0
Gm26.4	3gene1	13	NA	0.33	0	0
Gm26.4	3gene1	13	NA	0.33	0	0
Gm26.4	3gene1	13	NA	0.167	0	0
Gm26.4	3gene1	13	NA	0.328	0	0
Gm26.4	3gene1	13	NA	0.238	0	0
Gm26.4	3gene1	13	NA	0.089	0	0
Gm26.4	3gene1	13	NA	0.163	0	0
Gm26.4	3gene1	13	NA	0.366	0	0
Gm26.4	3gene1	13	NA	0.283	0	0
Gm26.4	3gene1	13	NA	0.309	0	0
Gm26.4	3gene1	13	NA	0.369	0	0
Gm26.4	3gene1	13	NA	0.27	0	0
Gm26.4	3gene1	13	NA	0.301	0	0
Gm26.4	3gene1	13	NA	0.773	0	0
Gm26.4	3gene1	13	NA	0.398	0	0
Gm26.4	3gene1	13	NA	0.181	0	0
Gm26.4	3gene1	13	NA	0.344	0	0
Gm26.4	3gene1	13	NA	0.226	0	0
Gm26.4	3gene1	13	NA	0.431	0	0
Gm26.4	3gene1	13	NA	0.157	0	0
Gm26.4	3gene1	14	17.916	1.346	1.079	0
Gm26.4	3gene1	14	12.057	0.976	0.776	0
Gm26.4	3gene1	14	13.168	0.193	0.392	0
Gm26.4	3gene1	14	12.46	0.096	0.297	0
Gm26.4	3gene1	14	7.515	0.209	0.353	0
Gm26.4	3gene1	14	18.135	0.081	0.551	0
Gm26.4	3gene1	14	31.849	0.076	0.452	0
Gm26.4	3gene1	14	41.799	0.513	0.636	0
Gm26.4	3gene1	14	NA	0.212	0.233	0
Gm26.4	3gene1	14	NA	0.481	0.407	0
Gm26.4	3gene1	14	NA	0.573	0.322	0
Gm26.4	3gene1	14	NA	0.599	0.137	0
Gm26.4	3gene1	14	NA	0.665	0.469	0
Gm26.4	3gene1	14	NA	0.517	1.132	0
Gm26.4	3gene1	14	NA	0.597	0.213	0
Gm26.4	3gene1	14	NA	0.615	0.243	0
Gm26.4	3gene1	14	NA	0.494	0.194	0
Gm26.4	3gene1	14	NA	0.297	0.262	0
Gm26.4	3gene1	14	NA	1.774	0.364	0
Gm26.4	3gene1	14	NA	0.491	0.336	0
Gm26.4	3gene1	14	NA	0.485	0	0
Gm26.4	3gene1	14	NA	0.832	0	0
Gm26.4	3gene1	14	NA	0.613	0	0
Gm26.4	3gene1	14	NA	0.691	0	0
Gm26.4	3gene1	14	NA	0.345	0	0
Gm26.4	3gene1	14	NA	0.389	0	0
Gm26.4	3gene1	14	NA	0.34	0	0
Gm26.4	3gene1	14	NA	0.395	0	0
Gm26.4	3gene1	14	NA	0.246	0	0
Gm26.4	3gene1	14	NA	0.289	0	0
Gm26.4	3gene1	14	NA	0.316	0	0
Gm26.4	3gene1	14	NA	0.356	0	0
Gm26.4	3gene1	14	NA	0.346	0	0
Gm26.4	3gene1	14	NA	0.187	0	0
Gm26.4	3gene1	14	NA	0.636	0	0
Gm26.4	3gene1	14	NA	0.361	0	0
Gm26.4	3gene1	15	13.353	0.505	0.349	0
Gm26.4	3gene1	15	26.586	1.28	1.081	0
Gm26.4	3gene1	15	35.609	1.099	0.965	0
Gm26.4	3gene1	15	37.487	0.827	0.691	0
Gm26.4	3gene1	15	NA	0.451	0.614	0
Gm26.4	3gene1	15	NA	0.337	0	0
Gm26.4	3gene1	15	NA	0.291	0	0
Gm26.4	3gene1	15	NA	0.29	0	0
Gm26.4	3gene1	15	NA	0.259	0	0
Gm26.4	3gene1	15	NA	0.23	0	0
Gm26.4	3gene1	15	NA	0.187	0	0
Gm26.4	3gene1	15	NA	0.197	0	0
Gm26.4	3gene1	15	NA	0.794	0	0
Gm26.4	3gene1	15	NA	0.406	0	0
Gm26.4	3gene1	15	NA	0.279	0	0
Gm26.4	3gene1	15	NA	0.269	0	0
Gm26.4	3gene1	15	NA	0.186	0	0
Gm26.4	3gene1	16	21.182	0.263	0.377	0
Gm26.4	3gene1	16	21.209	0.352	0.189	0
Gm26.4	3gene1	16	24.815	0.464	0.959	0
Gm26.4	3gene1	16	33.273	0.385	0.174	0
Gm26.4	3gene1	16	NA	0.226	0.865	0
Gm26.4	3gene1	16	NA	0.24	0.562	0
Gm26.4	3gene1	16	NA	1.138	0	0
Gm26.4	3gene1	16	NA	0.391	0	0
Gm26.4	3gene1	16	NA	0.49	0	0
Gm26.4	3gene1	16	NA	0.629	0	0
Gm26.4	3gene1	16	NA	0.082	0	0
Gm26.4	3gene1	16	NA	0.434	0	0
Gm26.4	3gene1	16	NA	0.275	0	0
Gm26.4	3gene1	16	NA	0.394	0	0
Gm26.4	3gene1	16	NA	0.576	0	0
Gm26.4	3gene1	16	NA	1.183	0	0
Gm26.4	3gene1	16	NA	0.767	0	0
Gm26.4	3gene1	16	NA	0.236	0	0
Gm26.4	3gene1	16	NA	0.343	0	0
Gm26.4	3gene1	17	29.747	0.475	0.67	0
Gm26.4	3gene1	17	28.65	0.178	0	0
Gm26.4	3gene1	17	10.858	0.352	0	0
Gm26.4	3gene1	17	NA	0.42	0	0
Gm26.4	3gene1	17	NA	0.123	0	0
Gm26.4	3gene1	17	NA	0.232	0	0
Gm26.4	3gene1	17	NA	0.361	0	0
Gm26.4	3gene1	17	NA	0.896	0	0
Gm26.4	3gene1	17	NA	0.285	0	0
Gm26.4	3gene1	17	NA	0.28	0	0
Gm26.4	3gene1	17	NA	0.328	0	0
Gm26.4	3gene1	17	NA	0.319	0	0
Gm26.4	3gene1	17	NA	0.394	0	0
Gm26.4	3gene1	17	NA	0.328	0	0
Gm26.4	3gene1	17	NA	0.43	0	0
Gm26.4	3gene1	17	NA	0.309	0	0
Gm26.4	3gene1	17	NA	0.392	0	0
Gm26.4	3gene1	17	NA	0.315	0	0
Gm26.4	3gene1	17	NA	0.422	0	0
Gm26.4	3gene1	17	NA	0.428	0	0
Gm26.4	3gene1	17	NA	0.332	0	0
Gm26.4	3gene1	17	NA	0.197	0	0
Gm26.4	3gene1	17	NA	0.176	0	0
Gm26.4	3gene1	17	NA	0.115	0	0
Gm26.4	3gene1	17	NA	0.239	0	0
Gm26.4	3gene1	17	NA	0.254	0	0
Gm26.4	3gene1	17	NA	0.14	0	0
Gm26.4	3gene1	17	NA	0.246	0	0
Gm26.4	3gene1	17	NA	0.448	0	0
Gm26.4	3gene1	18	21.312	0.288	0.366	0
Gm26.4	3gene1	18	34.256	0.156	0.453	0
Gm26.4	3gene1	18	17.982	0.207	0.395	0
Gm26.4	3gene1	18	15.723	0.34	0.168	0
Gm26.4	3gene1	18	NA	0.36	0	0
Gm26.4	3gene1	18	NA	0.179	0	0
Gm26.4	3gene1	18	NA	0.205	0	0
Gm26.4	3gene1	18	NA	0.302	0	0
Gm26.4	3gene1	18	NA	0.139	0	0
Gm26.4	3gene1	18	NA	0.368	0	0
Gm26.4	3gene1	18	NA	0.557	0	0
Gm26.4	3gene1	18	NA	0.388	0	0
Gm26.4	3gene1	18	NA	0.473	0	0
Gm26.4	3gene1	18	NA	0.482	0	0
Gm26.4	3gene1	18	NA	0.2	0	0
Gm26.4	3gene1	18	NA	0.398	0	0
Gm26.4	3gene1	18	NA	0.206	0	0
Gm26.4	3gene1	18	NA	0.254	0	0
Gm26.4	3gene1	18	NA	0.368	0	0
Gm26.4	3gene1	18	NA	0.231	0	0
Gm26.4	3gene1	18	NA	0.247	0	0
Gm26.4	3gene1	18	NA	0.224	0	0
Gm26.4	3gene1	18	NA	0.189	0	0
Gm26.4	3gene1	18	NA	0.233	0	0
Gm26.4	3gene1	18	NA	0.284	0	0
Gm26.4	3gene1	18	NA	0.244	0	0
Gm26.4	3gene1	18	NA	0.345	0	0
Gm26.4	3gene1	18	NA	0.287	0	0
Gm26.4	3gene1	18	NA	0.32	0	0
Gm26.4	3gene1	18	NA	0.372	0	0
Gm26.4	3gene1	18	NA	0.454	0	0
Gm26.4	3gene1	18	NA	0.542	0	0
Gm26.4	3gene1	18	NA	0.242	0	0
Gm26.4	3gene1	18	NA	0.347	0	0
Gm26.4	3gene1	18	NA	0.081	0	0
Gm26.4	3gene1	18	NA	0.195	0	0
Gm26.4	3gene1	18	NA	0.229	0	0
Gm26.4	3gene1	18	NA	0.233	0	0
Gm26.4	3gene1	18	NA	0.322	0	0
Gm26.4	3gene1	18	NA	0.255	0	0
Gm26.4	3gene1	18	NA	0.271	0	0
Gm26.4	3gene1	18	NA	0.325	0	0
Gm26.4	3gene1	18	NA	0.298	0	0
Gm26.4	3gene1	18	NA	0.288	0	0
Gm26.4	3gene1	18	NA	0.267	0	0
Gm26.4	3gene1	18	NA	0.296	0	0
Gm26.4	3gene1	18	NA	0.249	0	0
Gm26.4	3gene1	18	NA	0.297	0	0
Gm26.4	3gene1	18	NA	0.22	0	0
Gm26.4	3gene1	18	NA	0.173	0	0
Gm26.4	3gene1	18	NA	0.144	0	0
Gm26.4	3gene1	18	NA	0.18	0	0
Gm26.4	3gene1	18	NA	0.178	0	0
Gm26.4	3gene1	18	NA	0.252	0	0
Gm26.4	3gene1	18	NA	0.362	0	0
Gm26.4	3gene1	18	NA	0.301	0	0
Gm26.4	3gene1	19	20.431	0.527	0.47	0
Gm26.4	3gene1	19	18.469	1.008	0.725	0
Gm26.4	3gene1	19	24.679	0.577	0.456	0
Gm26.4	3gene1	19	11.399	0.287	0.174	0
Gm26.4	3gene1	19	NA	0.245	0.383	0
Gm26.4	3gene1	19	NA	0.251	0.237	0
Gm26.4	3gene1	19	NA	0.513	0	0
Gm26.4	3gene1	19	NA	0.356	0	0
Gm26.4	3gene1	19	NA	0.223	0	0
Gm26.4	3gene1	19	NA	0.334	0	0
Gm26.4	3gene1	19	NA	0.218	0	0
Gm26.4	3gene1	19	NA	0.249	0	0
Gm26.4	3gene1	19	NA	0.275	0	0
Gm26.4	3gene1	19	NA	0.224	0	0
Gm26.4	3gene1	19	NA	0.506	0	0
Gm26.4	3gene1	19	NA	0.25	0	0
Gm26.4	3gene1	19	NA	0.354	0	0
Gm26.4	3gene1	19	NA	0.206	0	0
Gm26.4	3gene1	19	NA	0.308	0	0
Gm26.4	3gene1	20	10.91	0.322	0.325	0
Gm26.4	3gene1	20	20.659	0.552	0	0
Gm26.4	3gene1	20	14.886	0.196	0	0
Gm26.4	3gene1	20	NA	0.253	0	0
Gm26.4	3gene1	20	NA	0.229	0	0
Gm26.4	3gene1	20	NA	0.436	0	0
Gm26.4	3gene1	21	28.178	0.297	0	0
Gm26.4	3gene1	21	20.081	0.293	0	0
Gm26.4	3gene1	21	28.257	0.478	0	0
Gm26.4	3gene1	21	NA	0.183	0	0
Gm26.4	3gene1	21	NA	1.127	0	0
Gm26.4	3gene1	21	NA	0.51	0	0
Gm26.4	3gene1	21	NA	0.248	0	0
Gm26.4	3gene1	21	NA	0.453	0	0
Gm26.4	3gene1	21	NA	0.243	0	0
Gm26.4	3gene1	21	NA	0.329	0	0
Gm26.4	3gene1	21	NA	0.464	0	0
Gm26.4	3gene1	21	NA	0.522	0	0
Gm26.4	3gene1	21	NA	0.372	0	0
